matvecs,res_L2,res_Linf,vcycles,group_name,cells,frequency_x,frequency_y,frequency_z,max_depth,mesh,mesh_family,scale_x,scale_y,scale_z,solver,unknowns
17,2.3650074393632526e-16,3.2598217522832102e-15,17,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
0,0.006117679834396797,0.3547326972066964,0,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
1,0.0008200497533604086,0.0701496842487528,1,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
2,0.0001895618480663297,0.011774290400115317,2,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
3,7.045406417409201e-05,0.00220142770615059,3,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
4,1.2669766110256312e-05,0.0004983596617804353,4,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
5,1.4633608335504282e-06,0.0001007340738673404,5,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
6,2.6493238074130485e-07,1.5987201761058562e-05,6,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
7,5.5078611771852213e-08,3.2564852640221795e-06,7,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
8,1.3859849047622572e-08,8.545914524606377e-07,8,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
9,4.047629582887848e-09,2.2730814409780002e-07,9,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
10,9.40446728750572e-10,4.4126472742505706e-08,10,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
11,1.4838310524512333e-10,9.57736360434218e-09,11,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
12,4.102265440340839e-11,1.944791891260106e-09,12,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
13,8.294847346974574e-12,4.2768402358122525e-10,13,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
14,2.2131146854693426e-12,1.0837645600414619e-10,14,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
15,4.35816493201962e-13,2.2667007301073195e-11,15,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_hybrid_mg mesh=adapt interpolation=0.1,101312,0.5,0.5,0.25,6,adaptive(0.1),adapt,1.0,1.0,2.0,accelerated_hybrid_mg,91809
